activity,timestamp,rental,inventory,customer,staff,inspection,invoice,store,lifecycle
pay_invoice,2020-01-02 09:18:08.371840,[1230],EMPTY,56,EMPTY,EMPTY,[1754],7,complete
lend_inventory,2020-01-02 09:18:08.371840,[1182],"[142, 167]",15,5,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:18:08.371840,[1239],"[72, 89]",5,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:18:08.371840,"[1208, 1221, 1172, 1189]",EMPTY,13,EMPTY,EMPTY,"[1698, 1699, 1745, 1749]",6,complete
pay_invoice,2020-01-02 09:18:08.371840,[1218],EMPTY,32,EMPTY,EMPTY,[1756],4,complete
pay_invoice,2020-01-02 09:18:08.371840,[1235],EMPTY,51,EMPTY,EMPTY,[1760],2,complete
create_rental,2020-01-02 09:18:08.371840,[1240],[40],58,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 09:18:08.371840,[1226],EMPTY,14,EMPTY,EMPTY,[1753],7,complete
create_rental,2020-01-02 09:18:08.371840,[1238],"[76, 45]",54,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:18:08.371840,[1214],EMPTY,64,EMPTY,EMPTY,[1772],1,complete
pay_invoice,2020-01-02 09:18:08.371840,[1224],EMPTY,31,EMPTY,EMPTY,[1764],3,complete
pay_invoice,2020-01-02 09:18:08.371840,"[1148, 1197]",EMPTY,61,EMPTY,EMPTY,"[1740, 1770]",5,complete
pay_invoice,2020-01-02 09:18:08.371840,[1223],EMPTY,66,EMPTY,EMPTY,[1763],3,complete
pay_invoice,2020-01-02 09:18:08.371840,[1215],EMPTY,11,EMPTY,EMPTY,[1755],4,complete
create_invoice,2020-01-02 09:18:50.232305,[1233],EMPTY,EMPTY,13,EMPTY,[1776],4,complete
inspect_inventories,2020-01-02 09:19:32.092770,"[1155, 1083, 1115, 1070, 1140, 1110, 1081, 1147, 1117]","[124, 103, 40, 150, 85, 79, 78, 19, 1, 8, 70]",EMPTY,16,"[1350, 1351, 1361, 1362, 1363, 1364, 1365, 1383, 1384, 1400, 1401]",EMPTY,2,start
create_invoice,2020-01-02 09:20:13.953235,"[1216, 1217, 1227, 1232, 1238, 1239]",EMPTY,EMPTY,20,EMPTY,"[1785, 1786, 1787, 1788, 1789, 1790]",5,complete
create_invoice,2020-01-02 09:20:32.092770,"[1155, 1147, 1070, 1140, 1110, 1081, 1083, 1117]",EMPTY,EMPTY,16,EMPTY,"[1777, 1778, 1779, 1780, 1781, 1782, 1783, 1784]",2,complete
confirm_rental,2020-01-02 09:20:55.813700,"[1082, 1091, 1136, 1157, 1167, 1199, 1207, 1222]",EMPTY,EMPTY,8,EMPTY,EMPTY,6,complete
confirm_invoice,2020-01-02 09:22:19.534630,[1214],EMPTY,EMPTY,5,EMPTY,[1772],1,complete
confirm_invoice,2020-01-02 09:23:01.395095,"[1226, 1230]",EMPTY,EMPTY,11,EMPTY,"[1753, 1754]",7,complete
create_rental,2020-01-02 09:23:43.255560,[1245],[42],3,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:23:43.255560,"[1193, 1140, 1117]",EMPTY,58,EMPTY,EMPTY,"[1722, 1781, 1782]",2,complete
pay_invoice,2020-01-02 09:23:43.255560,[1155],EMPTY,23,EMPTY,EMPTY,[1784],2,complete
create_rental,2020-01-02 09:23:43.255560,[1244],[53],73,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 09:23:43.255560,"[1207, 1199]","[43, 139, 68, 21]",41,7,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 09:23:43.255560,"[1113, 1206, 1190]",EMPTY,25,EMPTY,EMPTY,"[1705, 1711, 1737]",4,complete
pay_invoice,2020-01-02 09:23:43.255560,[1211],EMPTY,10,EMPTY,EMPTY,[1761],3,complete
pay_invoice,2020-01-02 09:23:43.255560,"[1201, 1210]",EMPTY,9,EMPTY,EMPTY,"[1731, 1739]",2,complete
pay_invoice,2020-01-02 09:23:43.255560,[1233],EMPTY,67,EMPTY,EMPTY,[1776],4,complete
pay_invoice,2020-01-02 09:23:43.255560,[1083],EMPTY,65,EMPTY,EMPTY,[1779],2,complete
return_inventory,2020-01-02 09:23:43.255560,[1149],"[41, 74]",14,7,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:23:43.255560,[1243],"[104, 108]",24,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 09:23:43.255560,[1116],"[121, 52]",54,5,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:23:43.255560,[1242],"[38, 46]",38,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 09:23:43.255560,"[1195, 1158]","[137, 140, 16]",66,12,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 09:23:43.255560,[1176],"[133, 22]",64,1,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-02 09:23:43.255560,[1167],[94],34,7,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 09:23:43.255560,[1241],[54],8,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 09:23:43.255560,[1182],"[142, 167]",15,1,EMPTY,EMPTY,1,complete
create_invoice,2020-01-02 09:24:25.116025,[1240],EMPTY,EMPTY,16,EMPTY,[1791],2,complete
confirm_invoice,2020-01-02 09:25:06.976490,"[1208, 1221, 1172, 1189]",EMPTY,EMPTY,8,EMPTY,"[1698, 1699, 1745, 1749]",6,complete
confirm_rental,2020-01-02 09:25:48.836955,"[1150, 1162, 1164, 1186, 1194, 1203]",EMPTY,EMPTY,20,EMPTY,EMPTY,5,complete
inspect_inventories,2020-01-02 09:26:30.697420,"[1156, 1149]","[48, 65, 41, 74]",EMPTY,11,"[1393, 1394, 1406, 1407]",EMPTY,7,start
inspect_inventories,2020-01-02 09:27:12.557885,"[1168, 1109, 1181]","[42, 46, 108, 104, 53]",EMPTY,3,"[1395, 1396, 1397, 1398, 1399]",EMPTY,3,start
create_invoice,2020-01-02 09:27:30.697420,"[1156, 1149]",EMPTY,EMPTY,17,EMPTY,"[1792, 1793]",7,complete
confirm_invoice,2020-01-02 09:27:54.418350,"[1180, 1187, 1190, 1191, 1198, 1200, 1202, 1206, 1215, 1218, 1219, 1233, 1107, 1113, 1114, 1128, 1005, 1135, 1137, 1143, 1146]",EMPTY,EMPTY,18,EMPTY,"[1614, 1661, 1662, 1703, 1704, 1705, 1706, 1710, 1711, 1712, 1713, 1714, 1715, 1734, 1735, 1736, 1737, 1755, 1756, 1757, 1776]",4,complete
create_invoice,2020-01-02 09:28:12.557885,"[1168, 1109, 1181]",EMPTY,EMPTY,15,EMPTY,"[1794, 1795, 1796]",3,complete
create_invoice,2020-01-02 09:28:36.278815,[1241],EMPTY,EMPTY,6,EMPTY,[1797],1,complete
create_rental,2020-01-02 09:29:18.139280,[1251],"[22, 167]",1,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 09:29:18.139280,"[1048, 1212]",EMPTY,27,EMPTY,EMPTY,"[1723, 1747]",6,complete
create_rental,2020-01-02 09:29:18.139280,[1254],"[121, 52]",33,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:29:18.139280,[1253],[94],48,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 09:29:18.139280,"[1162, 1150]","[146, 95, 77]",19,20,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 09:29:18.139280,[1222],"[57, 10]",76,7,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 09:29:18.139280,[1252],[133],8,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:29:18.139280,[1250],[8],51,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 09:29:18.139280,[1156],EMPTY,28,EMPTY,EMPTY,[1793],7,complete
create_rental,2020-01-02 09:29:18.139280,[1249],"[155, 163]",5,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 09:29:18.139280,[1186],"[136, 63]",26,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:29:18.139280,[1246],[74],63,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:29:18.139280,[1247],"[85, 70]",72,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 09:29:18.139280,"[1229, 1070]",EMPTY,44,EMPTY,EMPTY,"[1759, 1777]",2,complete
return_inventory,2020-01-02 09:29:18.139280,[1167],[94],34,6,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-02 09:29:18.139280,[1194],[161],75,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:29:18.139280,"[1225, 1236]",EMPTY,78,EMPTY,EMPTY,"[1773, 1775]",1,complete
cancel_inventory,2020-01-02 09:29:18.139280,[1164],[155],40,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:29:18.139280,"[1216, 1238]",EMPTY,54,EMPTY,EMPTY,"[1785, 1789]",5,complete
pay_invoice,2020-01-02 09:29:18.139280,[1204],EMPTY,20,EMPTY,EMPTY,[1743],6,complete
lend_inventory,2020-01-02 09:29:18.139280,[1203],[66],47,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:29:18.139280,[1248],[41],56,EMPTY,EMPTY,EMPTY,7,complete
confirm_invoice,2020-01-02 09:29:59.999745,"[1216, 1148, 1197, 1238]",EMPTY,EMPTY,20,EMPTY,"[1740, 1770, 1785, 1789]",5,complete
create_invoice,2020-01-02 09:30:41.860210,"[1242, 1243, 1244, 1245]",EMPTY,EMPTY,12,EMPTY,"[1798, 1799, 1800, 1801]",3,complete
confirm_invoice,2020-01-02 09:32:05.581140,"[1048, 1212, 1204]",EMPTY,EMPTY,8,EMPTY,"[1723, 1743, 1747]",6,complete
create_invoice,2020-01-02 09:33:29.302070,"[1250, 1247]",EMPTY,EMPTY,16,EMPTY,"[1802, 1803]",2,complete
confirm_invoice,2020-01-02 09:34:11.162535,"[1225, 1236]",EMPTY,EMPTY,1,EMPTY,"[1773, 1775]",1,complete
lend_inventory,2020-01-02 09:34:53.023000,[1157],[106],69,7,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 09:34:53.023000,"[1125, 1134]",EMPTY,26,EMPTY,EMPTY,"[1767, 1768]",5,complete
create_rental,2020-01-02 09:34:53.023000,[1259],"[20, 142]",1,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 09:34:53.023000,"[1168, 1181]",EMPTY,45,EMPTY,EMPTY,"[1795, 1796]",3,complete
create_rental,2020-01-02 09:34:53.023000,[1258],"[146, 5]",12,EMPTY,EMPTY,EMPTY,5,complete
return_inventory,2020-01-02 09:34:53.023000,[1184],[20],29,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:34:53.023000,[1260],[24],78,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 09:34:53.023000,[1247],EMPTY,72,EMPTY,EMPTY,[1802],2,complete
pay_invoice,2020-01-02 09:34:53.023000,[1243],EMPTY,24,EMPTY,EMPTY,[1799],3,complete
create_rental,2020-01-02 09:34:53.023000,[1257],"[161, 95]",33,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:34:53.023000,[1256],"[60, 7]",8,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 09:34:53.023000,"[1081, 1250, 1147]",EMPTY,51,EMPTY,EMPTY,"[1778, 1783, 1803]",2,complete
return_inventory,2020-01-02 09:34:53.023000,"[1162, 1150]","[146, 95, 77]",19,5,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:34:53.023000,[1196],EMPTY,60,EMPTY,EMPTY,[1733],4,complete
return_inventory,2020-01-02 09:34:53.023000,"[1088, 1144, 1118]","[7, 24, 60, 154]",57,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:34:53.023000,[1255],[158],44,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 09:34:53.023000,"[1227, 973]",EMPTY,47,EMPTY,EMPTY,"[1765, 1787]",5,complete
inspect_inventories,2020-01-02 09:35:34.883465,"[1162, 1116, 1150]","[121, 52, 146, 95, 77]",EMPTY,20,"[1404, 1405, 1415, 1416, 1417]",EMPTY,5,start
inspect_inventories,2020-01-02 09:36:16.743930,[1167],[94],EMPTY,9,[1410],EMPTY,6,start
create_invoice,2020-01-02 09:36:34.883465,[1116],EMPTY,EMPTY,20,EMPTY,[1804],5,complete
create_invoice,2020-01-02 09:36:58.604395,"[1248, 1246]",EMPTY,EMPTY,17,EMPTY,"[1805, 1806]",7,complete
inspect_inventories,2020-01-02 09:37:40.464860,"[1088, 1184, 1124, 1170, 1176, 1118, 1144, 1182]","[110, 30, 160, 166, 133, 22, 142, 167, 7, 24, 60, 154, 20]",EMPTY,1,"[1385, 1386, 1391, 1392, 1402, 1403, 1408, 1409, 1411, 1412, 1413, 1414, 1418]",EMPTY,1,start
confirm_invoice,2020-01-02 09:38:22.325325,[1196],EMPTY,EMPTY,4,EMPTY,[1733],4,complete
create_invoice,2020-01-02 09:38:40.464860,"[1124, 1170, 1144, 1118, 1182]",EMPTY,EMPTY,1,EMPTY,"[1807, 1808, 1809, 1810, 1811]",1,complete
pay_invoice,2020-01-02 09:40:27.906720,"[1232, 1239]",EMPTY,5,EMPTY,EMPTY,"[1788, 1790]",5,complete
pay_invoice,2020-01-02 09:40:27.906720,[1240],EMPTY,58,EMPTY,EMPTY,[1791],2,complete
return_inventory,2020-01-02 09:40:27.906720,"[1207, 1199]","[43, 139, 68, 21]",41,6,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 09:40:27.906720,[1203],[66],47,5,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:40:27.906720,[1264],"[105, 137]",45,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:40:27.906720,[1217],EMPTY,61,EMPTY,EMPTY,[1786],5,complete
create_rental,2020-01-02 09:40:27.906720,[1263],[106],6,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 09:40:27.906720,[1116],EMPTY,54,EMPTY,EMPTY,[1804],5,complete
return_inventory,2020-01-02 09:40:27.906720,[1174],"[128, 105]",17,3,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:40:27.906720,"[1144, 1118]",EMPTY,57,EMPTY,EMPTY,"[1807, 1809]",1,complete
return_inventory,2020-01-02 09:40:27.906720,"[1195, 1158]","[137, 140, 16]",66,3,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 09:40:27.906720,[1262],[154],15,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:40:27.906720,[1261],[77],26,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:40:27.906720,"[1138, 1163]",EMPTY,12,EMPTY,EMPTY,"[1769, 1771]",5,complete
pay_invoice,2020-01-02 09:40:27.906720,"[1245, 1109]",EMPTY,3,EMPTY,EMPTY,"[1794, 1801]",3,complete
return_inventory,2020-01-02 09:40:27.906720,[1157],[106],69,6,EMPTY,EMPTY,6,complete
inspect_inventories,2020-01-02 09:42:33.488115,"[1207, 1157, 1199]","[106, 43, 139, 68, 21]",EMPTY,9,"[1424, 1426, 1427, 1428, 1429]",EMPTY,6,start
inspect_inventories,2020-01-02 09:43:15.348580,[1203],[66],EMPTY,20,[1425],EMPTY,5,start
create_invoice,2020-01-02 09:43:33.488115,"[1157, 1207]",EMPTY,EMPTY,9,EMPTY,"[1812, 1813]",6,complete
confirm_invoice,2020-01-02 09:43:57.209045,"[1223, 1224, 1132, 1243, 1168, 1109, 1245, 1211, 1181, 1054]",EMPTY,EMPTY,12,EMPTY,"[1717, 1721, 1761, 1763, 1764, 1794, 1795, 1796, 1799, 1801]",3,complete
confirm_invoice,2020-01-02 09:45:20.929975,"[1144, 1118]",EMPTY,EMPTY,1,EMPTY,"[1807, 1809]",1,complete
create_rental,2020-01-02 09:46:02.790440,[1265],"[139, 68]",41,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 09:46:02.790440,[1231],EMPTY,53,EMPTY,EMPTY,[1758],4,complete
create_rental,2020-01-02 09:46:02.790440,[1266],"[43, 21]",62,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 09:46:02.790440,"[1161, 1169, 1131]","[141, 17, 157, 116, 61]",24,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 09:46:02.790440,"[1136, 1082, 1091]","[159, 80, 90, 81]",6,7,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 09:46:02.790440,[1133],"[138, 131]",5,5,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:46:02.790440,[1110],EMPTY,30,EMPTY,EMPTY,[1780],2,complete
pay_invoice,2020-01-02 09:46:02.790440,[1234],EMPTY,43,EMPTY,EMPTY,[1774],1,complete
return_inventory,2020-01-02 09:46:02.790440,[1186],"[136, 63]",26,5,EMPTY,EMPTY,5,complete
create_invoice,2020-01-02 09:46:44.650905,"[1251, 1252, 1256, 1259, 1260, 1262]",EMPTY,EMPTY,2,EMPTY,"[1814, 1815, 1816, 1817, 1818, 1819]",1,complete
create_invoice,2020-01-02 09:47:26.511370,"[1253, 1228, 1263, 1265, 1266, 1237]",EMPTY,EMPTY,8,EMPTY,"[1820, 1821, 1822, 1823, 1824, 1825]",6,complete
confirm_rental,2020-01-02 09:48:08.371835,"[1104, 1111, 1127, 1130, 1152, 1159, 1166, 1171, 1175, 1183, 1185, 1188, 1205, 1226, 1230]",EMPTY,EMPTY,14,EMPTY,EMPTY,7,complete
inspect_inventories,2020-01-02 09:48:50.232300,"[1186, 1133]","[138, 131, 136, 63]",EMPTY,20,"[1435, 1436, 1437, 1438]",EMPTY,5,start
create_invoice,2020-01-02 09:49:50.232300,"[1186, 1133]",EMPTY,EMPTY,20,EMPTY,"[1826, 1827]",5,complete
create_invoice,2020-01-02 09:50:13.953230,[1264],EMPTY,EMPTY,3,EMPTY,[1828],3,complete
create_rental,2020-01-02 09:51:37.674160,[1271],[165],63,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:51:37.674160,[1270],[10],48,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 09:51:37.674160,[1269],[62],7,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:51:37.674160,[1268],"[145, 151]",70,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:51:37.674160,[1264],EMPTY,45,EMPTY,EMPTY,[1828],3,complete
cancel_inventory,2020-01-02 09:51:37.674160,[1183],[165],35,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:51:37.674160,"[1265, 1207]",EMPTY,41,EMPTY,EMPTY,"[1813, 1824]",6,complete
cancel_inventory,2020-01-02 09:51:37.674160,[1152],[62],49,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:51:37.674160,[1121],EMPTY,40,EMPTY,EMPTY,[1766],5,complete
cancel_inventory,2020-01-02 09:51:37.674160,[1127],[151],77,EMPTY,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 09:51:37.674160,[1205],[145],14,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:51:37.674160,[1248],EMPTY,56,EMPTY,EMPTY,[1806],7,complete
create_rental,2020-01-02 09:51:37.674160,[1267],"[136, 138]",26,EMPTY,EMPTY,EMPTY,5,complete
return_inventory,2020-01-02 09:51:37.674160,[1222],"[57, 10]",76,6,EMPTY,EMPTY,6,complete
inspect_inventories,2020-01-02 09:53:01.395090,"[1158, 1161, 1131, 1195, 1169, 1174]","[128, 105, 137, 140, 16, 141, 17, 157, 116, 61]",EMPTY,15,"[1419, 1420, 1421, 1422, 1423, 1430, 1431, 1432, 1433, 1434]",EMPTY,3,start
create_invoice,2020-01-02 09:54:01.395090,"[1158, 1161, 1131, 1195, 1174]",EMPTY,EMPTY,3,EMPTY,"[1829, 1830, 1831, 1832, 1833]",3,complete
confirm_invoice,2020-01-02 09:54:25.116020,[1234],EMPTY,EMPTY,5,EMPTY,[1774],1,complete
confirm_invoice,2020-01-02 09:55:06.976485,"[1248, 1156]",EMPTY,EMPTY,14,EMPTY,"[1793, 1806]",7,complete
create_invoice,2020-01-02 09:55:48.836950,"[1249, 1254, 1257, 1258, 1261, 1267]",EMPTY,EMPTY,20,EMPTY,"[1834, 1835, 1836, 1837, 1838, 1839]",5,complete
confirm_rental,2020-01-02 09:56:30.697415,"[1172, 1189, 1204, 1208, 1212, 1221]",EMPTY,EMPTY,7,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 09:57:12.557880,"[1226, 1205]","[32, 135]",14,11,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:57:12.557880,[1274],[131],47,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:57:12.557880,[1263],EMPTY,6,EMPTY,EMPTY,[1823],6,complete
lend_inventory,2020-01-02 09:57:12.557880,"[1152, 1130]","[88, 91, 67]",49,14,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 09:57:12.557880,[1104],[64],63,EMPTY,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 09:57:12.557880,[1111],[101],70,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:57:12.557880,[1273],"[66, 63]",33,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:57:12.557880,"[1256, 1241, 1252]",EMPTY,8,EMPTY,EMPTY,"[1797, 1815, 1816]",1,complete
cancel_inventory,2020-01-02 09:57:12.557880,[1212],[55],27,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 09:57:12.557880,"[1251, 1259]",EMPTY,1,EMPTY,EMPTY,"[1814, 1817]",1,complete
create_rental,2020-01-02 09:57:12.557880,[1272],[61],3,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:57:12.557880,"[1249, 1133]",EMPTY,5,EMPTY,EMPTY,"[1826, 1834]",5,complete
pay_invoice,2020-01-02 09:57:12.557880,[1174],EMPTY,17,EMPTY,EMPTY,[1832],3,complete
pay_invoice,2020-01-02 09:57:12.557880,[1258],EMPTY,12,EMPTY,EMPTY,[1837],5,complete
cancel_inventory,2020-01-02 09:57:12.557880,[1166],[119],56,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:57:12.557880,"[1220, 1129, 1066, 1228, 1209]",EMPTY,34,EMPTY,EMPTY,"[1746, 1748, 1751, 1752, 1820]",6,complete
create_invoice,2020-01-02 09:57:54.418345,[1255],EMPTY,EMPTY,16,EMPTY,[1840],2,complete
create_invoice,2020-01-02 09:59:18.139275,[1272],EMPTY,EMPTY,19,EMPTY,[1841],3,complete
create_invoice,2020-01-02 09:59:59.999740,"[1273, 1274]",EMPTY,EMPTY,20,EMPTY,"[1842, 1843]",5,complete
confirm_invoice,2020-01-02 10:00:41.860205,[1231],EMPTY,EMPTY,4,EMPTY,[1758],4,complete
inspect_inventories,2020-01-02 10:02:05.581135,[1222],"[57, 10]",EMPTY,9,"[1439, 1440]",EMPTY,6,start
pay_invoice,2020-01-02 10:02:47.441600,[1149],EMPTY,14,EMPTY,EMPTY,[1792],7,complete
cancel_inventory,2020-01-02 10:02:47.441600,[1159],[109],70,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 10:02:47.441600,[1157],EMPTY,69,EMPTY,EMPTY,[1812],6,complete
pay_invoice,2020-01-02 10:02:47.441600,[1124],EMPTY,22,EMPTY,EMPTY,[1808],1,complete
return_inventory,2020-01-02 10:02:47.441600,"[1152, 1130]","[88, 91, 67]",49,7,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-02 10:02:47.441600,[1204],"[130, 18]",20,8,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 10:02:47.441600,[968],EMPTY,21,EMPTY,EMPTY,[1738],7,complete
cancel_inventory,2020-01-02 10:02:47.441600,[1172],[114],13,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 10:02:47.441600,[1275],[140],73,EMPTY,EMPTY,EMPTY,3,complete
cancel_inventory,2020-01-02 10:02:47.441600,[1104],[123],63,EMPTY,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-02 10:02:47.441600,"[1185, 1188, 1230, 1171, 1175]","[127, 9, 117, 98, 149, 48, 65]",56,11,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 10:02:47.441600,[1276],[64],42,EMPTY,EMPTY,EMPTY,7,complete
create_invoice,2020-01-02 10:03:05.581135,[1222],EMPTY,EMPTY,8,EMPTY,[1844],6,complete
create_invoice,2020-01-02 10:03:29.302065,[1275],EMPTY,EMPTY,3,EMPTY,[1845],3,complete
inspect_inventories,2020-01-02 10:04:11.162530,"[1152, 1130]","[88, 91, 67]",EMPTY,17,"[1441, 1442, 1443]",EMPTY,7,start
create_invoice,2020-01-02 10:05:11.162530,"[1152, 1130]",EMPTY,EMPTY,14,EMPTY,"[1846, 1847]",7,complete
confirm_rental,2020-01-02 10:06:16.743925,"[1143, 1146, 1180, 1187, 1190, 1191, 1196, 1198, 1200, 1202, 1206, 1215, 1218, 1219, 1231, 1233]",EMPTY,EMPTY,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 10:08:22.325320,"[1275, 1244]",EMPTY,73,EMPTY,EMPTY,"[1800, 1845]",3,complete
pay_invoice,2020-01-02 10:08:22.325320,[1246],EMPTY,63,EMPTY,EMPTY,[1805],7,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1202],[113],53,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 10:08:22.325320,[1277],"[57, 114]",34,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 10:08:22.325320,"[1215, 1143]","[50, 59, 83, 86]",11,4,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1180],[156],4,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 10:08:22.325320,"[1195, 1158]",EMPTY,66,EMPTY,EMPTY,"[1830, 1833]",3,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1190],[115],25,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1219],[4],74,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1191],[93],39,EMPTY,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1196],[35],60,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 10:08:22.325320,"[1226, 1205]","[32, 135]",14,7,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-02 10:08:22.325320,"[1208, 1221, 1189]","[99, 73, 97, 26, 132]",13,8,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 10:08:22.325320,"[1200, 1218, 1146]","[51, 125, 96, 36, 29, 143]",32,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 10:08:22.325320,[1260],EMPTY,78,EMPTY,EMPTY,[1818],1,complete
pay_invoice,2020-01-02 10:08:22.325320,"[1257, 1273, 1254]",EMPTY,33,EMPTY,EMPTY,"[1835, 1836, 1842]",5,complete
cancel_inventory,2020-01-02 10:08:22.325320,[1233],[49],67,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 10:08:22.325320,[1272],EMPTY,3,EMPTY,EMPTY,[1841],3,complete
lend_inventory,2020-01-02 10:08:22.325320,[1212],[118],27,9,EMPTY,EMPTY,6,complete
